speaker1,speaker2,1,2,3,4,5,6,7,8,9
Kevin,Nellie,0,0,0,0,0,0,0,47,130
Kevin,Oscar,22,50,50,52,109,134,150,160,223
Kevin,Pam,7,73,151,92,91,182,188,150,113
Kevin,Pete,0,0,0,0,0,0,0,0,69
Kevin,Phyllis,0,29,44,40,51,94,78,73,99
Kevin,Robert California,0,0,0,0,0,0,0,153,0
Kevin,Roy,8,25,29,0,0,0,0,0,0
Kevin,Ryan,3,22,41,43,13,23,73,58,0
Kevin,Senator Lipton,0,0,0,0,0,0,0,10,0
Kevin,Stanley,7,17,20,33,57,26,30,45,58
Kevin,Susan,0,0,0,0,0,0,0,5,0
Kevin,Toby,0,25,45,20,7,5,15,53,25
Kevin,Todd Packer,0,7,0,0,0,0,20,0,0
Kevin,Tony,0,0,4,0,0,0,0,0,0
Kevin,Trevor,0,0,0,0,0,0,0,0,4
Kevin,Val,0,0,0,0,0,0,0,30,0
Kevin,Walter,0,0,0,0,0,0,0,15,0
Lester,Michael,0,0,0,65,0,0,0,0,0
Lester,Ryan,0,0,0,3,0,0,0,0,0
Lester,Toby,0,0,0,6,0,0,0,0,0
Mark Franks,Pam,0,0,0,0,0,0,0,0,36
Meredith,Michael,0,70,62,52,208,204,170,0,0
Meredith,Nellie,0,0,0,0,0,0,0,21,59
Meredith,Oscar,0,9,4,9,57,60,58,60,86
Meredith,Pam,0,29,26,25,23,84,83,60,170
Meredith,Pete,0,0,0,0,0,0,0,0,40
Meredith,Phyllis,0,21,12,16,32,40,36,24,80
Meredith,Robert California,0,0,0,0,0,0,0,59,0
Meredith,Ryan,0,9,6,0,8,27,41,17,0
Meredith,Senator Lipton,0,0,0,0,0,0,0,2,0
Meredith,Stanley,0,4,6,17,35,21,15,27,39
Meredith,Toby,0,14,5,13,23,5,23,16,14
Meredith,Trevor,0,0,0,0,0,0,0,0,2
Meredith,Val,0,0,0,0,0,0,0,2,0
Meredith,Walter,0,0,0,0,0,0,0,15,0
Michael,Mr. Brown,72,0,0,0,0,0,0,0,0
Michael,Nate,0,0,0,0,0,0,11,0,0
Michael,Oscar,134,180,76,199,419,354,336,0,0
Michael,Pam,200,603,673,590,1006,831,471,0,0
Michael,Phyllis,0,168,200,190,274,365,276,0,0
Michael,Roy,44,104,22,0,0,0,0,0,0
Michael,Ryan,111,273,172,290,352,174,259,0,0
Michael,Stanley,77,198,148,225,269,228,215,0,0
Michael,Toby,0,249,176,183,117,125,137,0,0
Michael,Todd Packer,0,72,0,0,0,0,77,0,0
Michael,Tony,0,0,54,0,0,0,0,0,0
Mr. Brown,Oscar,4,0,0,0,0,0,0,0,0
Nate,Oscar,0,0,0,0,0,0,7,4,0
Nate,Pam,0,0,0,0,0,0,28,6,0
Nate,Phyllis,0,0,0,0,0,0,7,5,0
Nate,Ryan,0,0,0,0,0,0,0,9,0
Nate,Stanley,0,0,0,0,0,0,7,0,0
Nate,Toby,0,0,0,0,0,0,0,6,0
Nate,Val,0,0,0,0,0,0,0,29,0
Nellie,Oscar,0,0,0,0,0,0,0,36,52
Nellie,Pam,0,0,0,0,0,0,0,112,171
Nellie,Pete,0,0,0,0,0,0,0,0,60
Nellie,Phyllis,0,0,0,0,0,0,0,24,77
Nellie,Robert California,0,0,0,0,0,0,0,109,0
Nellie,Ryan,0,0,0,0,0,0,0,43,0
Nellie,Stanley,0,0,0,0,0,0,0,34,53
Nellie,Toby,0,0,0,0,0,0,0,16,91
Nellie,Todd Packer,0,0,0,0,0,0,0,78,0
Oscar,Pam,13,59,13,81,88,109,171,178,110
Oscar,Pete,0,0,0,0,0,0,0,0,31
Oscar,Phyllis,0,12,13,31,53,90,71,124,93
Oscar,Robert California,0,0,0,0,0,0,0,100,0
Oscar,Ryan,3,13,0,18,11,29,96,85,0
Oscar,Senator Lipton,0,0,0,0,0,0,0,24,0
Oscar,Stanley,12,24,13,34,48,36,33,48,56
Oscar,Susan,0,0,0,0,0,0,0,14,0
Oscar,Toby,0,16,0,30,16,6,20,60,38
Oscar,Todd Packer,0,0,0,0,0,0,3,0,0
Oscar,Trevor,0,0,0,0,0,0,0,0,17
Oscar,Val,0,0,0,0,0,0,0,7,0
Oscar,Walter,0,0,0,0,0,0,0,4,0
Pam,Pete,0,0,0,0,0,0,0,0,35
Pam,Phyllis,0,91,75,68,68,125,144,145,113
Pam,Robert California,0,0,0,0,0,0,0,87,0
Pam,Roy,51,83,115,0,0,0,0,0,0
Pam,Ryan,13,38,73,82,196,74,147,137,0
Pam,Stanley,16,50,42,51,53,48,72,66,64
Pam,Toby,0,48,63,98,17,43,23,38,28
Pam,Todd Packer,0,3,0,0,0,0,0,0,0
Pam,Tony,0,0,5,0,0,0,0,0,0
Pam,Val,0,0,0,0,0,0,0,6,0
Pete,Phyllis,0,0,0,0,0,0,0,0,7
Pete,Stanley,0,0,0,0,0,0,0,0,17
Pete,Toby,0,0,0,0,0,0,0,0,14
Phyllis,Robert California,0,0,0,0,0,0,0,53,0
Phyllis,Ryan,0,13,21,30,32,25,49,41,0
Phyllis,Senator Lipton,0,0,0,0,0,0,0,4,0
Phyllis,Stanley,0,25,43,37,96,74,74,46,91
Phyllis,Susan,0,0,0,0,0,0,0,5,0
Phyllis,Toby,0,13,12,26,0,2,25,19,12
Phyllis,Todd Packer,0,8,0,0,0,0,0,0,0
Phyllis,Val,0,0,0,0,0,0,0,19,0
Robert California,Ryan,0,0,0,0,0,0,0,54,0
Robert California,Senator Lipton,0,0,0,0,0,0,0,6,0
Robert California,Stanley,0,0,0,0,0,0,0,43,0
Robert California,Susan,0,0,0,0,0,0,0,67,0
Robert California,Toby,0,0,0,0,0,0,0,37,0
Robert California,Todd Packer,0,0,0,0,0,0,0,7,0
Robert California,Val,0,0,0,0,0,0,0,6,0
Robert California,Walter,0,0,0,0,0,0,0,22,0
Roy,Ryan,4,7,8,0,0,0,0,0,0
Roy,Stanley,0,5,0,0,0,0,0,0,0
Roy,Todd Packer,0,9,0,0,0,0,0,0,0
Ryan,Stanley,8,19,23,29,23,19,46,27,0
Ryan,Susan,0,0,0,0,0,0,0,6,0
Ryan,Toby,0,18,38,24,19,13,32,15,0
Ryan,Todd Packer,0,2,0,0,0,0,3,14,0
Stanley,Toby,0,17,8,12,5,18,13,0,13
Stanley,Todd Packer,0,0,0,0,0,0,0,6,0
Stanley,Val,0,0,0,0,0,0,0,3,0
Susan,Toby,0,0,0,0,0,0,0,5,0
